Cargo	IdCargo	IdTipo	IdTipo2	CargoOK
CN83C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
Llamadas a Telefonos Moviles	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM40 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM40 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PE03C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PE03C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM43 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM43 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM43 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM43 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
NC Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
NC Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
ALI35 Establecimiento de Llamada a móviles Claro	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
ALI35 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
ALI35 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC77C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC74C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC74C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A049C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A049C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC75C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC75C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC76C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC76C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC76C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC77C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC77C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC94C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC94C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC75C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A050C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A050C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC74C Establecimiento de Llamada a móviles externos s/imp.	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A048C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A048C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M60 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC64R Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC64R Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC64R Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC94R Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC94R Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A048C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC83C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC83C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC83C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC84C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC84C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC84C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC84C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC86C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC86C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC74R Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC74R Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC74R Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC74R Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN65C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN65C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M27 Establecimiento de Llamada a móviles Claro	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M27 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M27 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M27 Minutos a móviles Claro	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M27 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M27 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PE73C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PE73C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM40 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM40 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM42 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM41 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM41 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM42 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A036C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A036C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M41 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A036C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A036C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A034C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A034C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A034C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A040C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A040C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN84C Establecimiento de Llamada a móviles del cliente s/imp.	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN85C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M51 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M51 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M50 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M50 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M50 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC74C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC74C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC74C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM49 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM49 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC55C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC55C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC02C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC02C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC02C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC30C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC30C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A033C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M40 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M40 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M40 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M40 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC67C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC67C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM70 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM70 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM70 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM70 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M47 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM71 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM71 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM71 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A041C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC03C Establecimiento de Llamada a móviles externos s/imp.	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A043C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A043C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC80R Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC80R Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC83R Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC85C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M39 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M39 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC57C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC57C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC57C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC57C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M39 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
M2M39 Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A030C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A030C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A030C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
A030C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM49 Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM49 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM46 Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC04C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC06C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC06C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN75C Establecimiento de Llamada a móviles Claro	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN75C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN86C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN86C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BAM47 Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC03C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC03C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC03C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC04C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN85C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC04C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC06C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC06C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
CN85C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC05C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC05C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC05C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
BC05C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC47C Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC47C Establecimiento de Llamada a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC47C Minutos a móviles del cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC47C Minutos a móviles externos	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
PC45R Establecimiento de Llamada a móviles cliente	Variables	Excedente	Voz Aire	Llamadas a Telefonos Moviles
Llamadas A Tigo	Variables	Excedente	Voz Aire	Llamadas A Tigo
Consumo Min Contestador	Variables	Plan	Voz Incluido	Llamadas a VoiceMail
Llamadas a VoiceMail	Variables	Excedente	Voz Red	Llamadas a VoiceMail
LLAMADAS AL TAXI GSM	Variables	Excedente	Voz Aire	LLAMADAS AL TAXI GSM
BAM71 Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atencion al cliente En Roaming
BC74C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC76C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Datos	Llamadas Atención al cliente en Roaming
PC73R Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Datos	Llamadas Atención al cliente en Roaming
PC75C Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC75R Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC83R Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC84R Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC94R Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC96C Llamadas Atenci?n al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC70C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC70R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC72C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC72R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC74R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC75C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC77C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC76R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC75R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC30R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC33R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC84R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC86C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC83C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC84C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC87C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC85C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC73C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC60R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC65C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC53C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC73R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC94C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC95C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC96C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC96R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC93R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC90R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC94R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC86R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC64C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC64R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC66C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC66R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BAM58 Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC42R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC04R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC05R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC40R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC44C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC45C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC46C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC47C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC45C Proporcional llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC44R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC06R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC36C Proporcional llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC43R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC45R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC06C Proporcional llamadas Atención al cliente en roaming	Fijos	Voz	Internacional	Llamadas Atención al cliente en roaming
BC24R Proporcional llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC65C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC64C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC67C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC64R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC66C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC34C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC61R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC66R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC62R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BAM70 Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC60R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC62R Proporcional llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC63R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC64R Proporcional llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC65C Proporcional llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC30C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC35C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BC37C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC65R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BAM57 Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC64C Proporcional llamadas Atención al cliente en roaming	Fijos	Voz	Internacional	Llamadas Atención al cliente en roaming
BC25C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC74C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC77C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC73R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
BAM71 Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC76C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
CN86R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC75C Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
PC74R Llamadas Atención al cliente en roaming	Variables	Internacional	Roaming Voz	Llamadas Atención al cliente en roaming
